Colegio,Localidad,Estrato,Puntaje_Lenguaje,Puntaje_Matematicas,Puntaje_Ciencias,Puntaje_Sociales,Puntaje_Ingles,Acceso_Internet_Hogar_x,Repitente,Genero,Puntaje_Global,Poblacion_Total,Ingreso_Promedio,Indice_Pobreza,Tasa_Desempleo,Nivel_Educativo_Promedio,Cobertura_Salud,Indice_Calidad_Vida,Tasa_Asistencia,Horas_Estudio
Colegio_21,Usaquén,6,57.2,35.2,63.2,52.1,61.4,0,1,M,53.9,342004,3238341,5.0,7.2,10.1,93.8,94.4,93.7,13.7
Colegio_19,Kennedy,3,61.4,64.8,82.1,57.6,55.4,1,1,M,64.3,1011301,1855181,16.9,8.3,9.3,88.9,49.2,75.9,9.9
Colegio_12,Rafael Uribe Uribe,2,57.2,26.4,57.0,55.0,59.3,1,1,F,51.0,222600,1728859,20.1,7.0,8.9,84.2,37.8,81.3,7.8
Colegio_36,Suba,3,50.1,58.1,51.9,40.6,45.6,1,0,M,49.3,829007,2455432,8.3,7.4,10.2,87.3,75.0,92.8,12.7
Colegio_30,Teusaquillo,2,68.2,45.6,58.7,41.0,71.4,1,1,M,57.0,194327,2990383,5.1,7.0,10.5,94.4,90.1,97.4,14.1
Colegio_33,Puente Aranda,3,75.0,56.3,58.8,69.1,61.6,0,1,F,64.2,246116,1732058,14.5,8.9,9.4,88.2,41.2,87.8,0.1
Colegio_23,Antonio Nariño,3,54.7,69.3,55.5,56.8,58.3,1,1,F,58.9,179797,1489362,18.5,9.3,8.2,83.7,26.2,88.3,3.3
Colegio_13,Rafael Uribe Uribe,3,56.9,61.7,85.2,54.7,67.6,1,1,M,65.2,222600,1728859,20.1,7.0,8.9,84.2,37.8,77.7,14.3
Colegio_28,Bosa,4,64.0,61.9,70.9,64.8,80.0,1,1,M,68.3,748890,1774895,15.5,7.8,9.2,86.0,44.0,86.2,13.3
Colegio_28,Teusaquillo,1,50.9,66.8,66.8,53.6,80.8,0,1,M,63.8,194327,2990383,5.1,7.0,10.5,94.4,90.1,88.3,19.3
Colegio_19,Ciudad Bolívar,2,29.9,49.2,57.1,56.8,43.5,1,1,F,47.3,633863,1673046,16.4,8.8,9.0,92.3,36.4,81.1,15.2
Colegio_37,Puente Aranda,2,56.9,61.5,57.1,59.4,54.2,1,1,M,57.8,246116,1732058,14.5,8.9,9.4,88.2,41.2,81.7,19.0
Colegio_31,Tunjuelito,1,67.9,56.6,48.9,67.7,56.2,0,0,F,59.5,270499,1603700,19.6,10.3,9.7,89.3,44.5,84.4,14.1
Colegio_39,Usme,2,39.4,49.3,36.2,71.8,57.1,1,0,F,50.8,495408,1505279,18.8,9.0,9.8,86.0,41.1,75.5,6.0
Colegio_17,Santa Fe,5,29.1,58.9,54.4,46.4,58.9,1,1,M,49.5,339318,1479614,21.0,9.6,9.4,85.8,37.6,83.1,2.1
Colegio_28,Los Mártires,4,62.2,45.9,55.0,69.9,68.8,1,1,F,60.3,324447,1274484,23.8,8.6,9.0,86.0,27.6,80.3,15.6
Colegio_4,Rafael Uribe Uribe,2,42.9,62.1,50.0,51.2,48.0,0,1,M,50.8,222600,1728859,20.1,7.0,8.9,84.2,37.8,83.2,12.9
Colegio_6,La Candelaria,1,38.2,38.8,68.2,63.8,59.4,1,1,M,53.7,171142,1311336,23.8,11.6,9.2,84.1,30.3,78.0,1.0
Colegio_19,Suba,2,40.8,71.4,59.7,48.0,63.7,0,1,M,56.7,829007,2455432,8.3,7.4,10.2,87.3,75.0,97.3,7.2
Colegio_23,Teusaquillo,4,59.0,50.6,57.2,40.7,54.0,1,1,F,52.3,194327,2990383,5.1,7.0,10.5,94.4,90.1,89.8,19.1
Colegio_40,Los Mártires,3,70.7,60.5,60.6,67.7,43.0,1,1,M,60.5,324447,1274484,23.8,8.6,9.0,86.0,27.6,92.0,10.0
Colegio_6,Antonio Nariño,3,38.6,49.7,40.6,77.8,51.9,1,0,F,51.7,179797,1489362,18.5,9.3,8.2,83.7,26.2,94.7,8.7
Colegio_24,Teusaquillo,3,57.5,45.8,51.5,52.2,87.5,0,0,F,58.9,194327,2990383,5.1,7.0,10.5,94.4,90.1,87.5,9.2
Colegio_22,Engativá,2,58.5,53.9,42.9,70.4,84.1,0,0,F,62.0,945826,2815166,9.2,8.6,10.2,91.6,85.3,77.2,4.2
Colegio_21,San Cristóbal,2,57.5,73.7,67.0,49.6,41.2,1,1,M,57.8,404902,1665631,20.3,10.8,9.1,86.7,40.2,88.4,7.4
Colegio_14,Santa Fe,2,62.6,55.4,47.4,59.8,55.7,1,1,F,56.2,339318,1479614,21.0,9.6,9.4,85.8,37.6,89.7,7.4
Colegio_24,Teusaquillo,6,54.7,45.0,39.3,56.2,53.8,1,0,M,49.8,194327,2990383,5.1,7.0,10.5,94.4,90.1,93.6,1.0
Colegio_25,Sumapaz,5,37.8,33.7,58.5,54.0,77.6,1,0,F,52.3,344465,1626165,19.6,7.6,8.7,85.7,34.7,85.8,15.4
Colegio_17,Ciudad Bolívar,4,57.8,55.8,70.0,53.8,51.1,1,1,M,57.7,633863,1673046,16.4,8.8,9.0,92.3,36.4,78.2,8.3
Colegio_35,Engativá,4,67.5,56.4,39.0,42.7,59.8,1,1,M,53.1,945826,2815166,9.2,8.6,10.2,91.6,85.3,82.1,16.4
Colegio_17,San Cristóbal,2,51.9,45.0,67.8,70.4,45.7,0,1,F,56.1,404902,1665631,20.3,10.8,9.1,86.7,40.2,84.1,17.0
Colegio_28,Sumapaz,2,45.1,61.9,52.9,47.4,59.2,1,1,M,53.3,344465,1626165,19.6,7.6,8.7,85.7,34.7,91.1,4.2
Colegio_2,San Cristóbal,5,64.7,57.4,46.9,71.0,55.8,0,1,F,59.2,404902,1665631,20.3,10.8,9.1,86.7,40.2,89.3,13.1
Colegio_34,Fontibón,2,48.6,55.8,72.6,48.3,70.4,0,1,F,59.1,475856,2414409,10.7,7.7,9.3,88.8,61.6,83.9,9.4
Colegio_1,Fontibón,2,51.9,58.8,69.5,49.2,50.5,1,1,F,56.0,475856,2414409,10.7,7.7,9.3,88.8,61.6,99.7,17.6
Colegio_3,Puente Aranda,5,65.0,40.5,40.7,63.9,65.6,1,0,F,55.2,246116,1732058,14.5,8.9,9.4,88.2,41.2,90.1,4.3
Colegio_22,Tunjuelito,2,61.9,57.9,69.6,68.5,40.8,1,1,F,59.7,270499,1603700,19.6,10.3,9.7,89.3,44.5,80.9,13.6
Colegio_4,Santa Fe,2,83.5,54.6,58.2,72.4,46.6,0,0,M,63.1,339318,1479614,21.0,9.6,9.4,85.8,37.6,77.5,12.2
Colegio_15,Los Mártires,2,50.3,68.4,58.7,38.3,63.2,1,1,F,55.8,324447,1274484,23.8,8.6,9.0,86.0,27.6,78.8,5.9
Colegio_36,Chapinero,1,68.6,48.0,45.3,46.8,70.7,0,1,F,55.9,153158,2764676,5.3,7.4,10.3,96.3,83.6,81.1,2.7
Colegio_39,Los Mártires,2,44.6,62.8,50.5,74.9,63.8,1,1,M,59.3,324447,1274484,23.8,8.6,9.0,86.0,27.6,79.0,13.0
Colegio_12,Teusaquillo,3,80.4,54.8,74.3,43.6,51.5,1,1,M,60.9,194327,2990383,5.1,7.0,10.5,94.4,90.1,79.7,14.8
Colegio_37,Barrios Unidos,3,72.5,66.5,47.3,57.7,71.6,1,0,F,63.1,246732,2464266,14.4,8.9,10.2,88.7,70.4,82.1,6.3
Colegio_7,Puente Aranda,2,64.3,84.8,72.2,48.4,64.9,1,0,F,66.9,246116,1732058,14.5,8.9,9.4,88.2,41.2,79.3,12.9
Colegio_31,Antonio Nariño,4,38.9,58.7,88.3,47.9,57.9,1,1,M,58.3,179797,1489362,18.5,9.3,8.2,83.7,26.2,97.4,7.9
Colegio_5,Chapinero,3,61.5,48.2,46.6,25.1,86.5,1,0,F,53.6,153158,2764676,5.3,7.4,10.3,96.3,83.6,77.0,14.3
Colegio_27,Bosa,4,46.7,57.1,61.8,64.9,47.0,0,1,F,55.5,748890,1774895,15.5,7.8,9.2,86.0,44.0,88.1,4.0
Colegio_25,San Cristóbal,3,63.9,61.0,67.9,37.4,72.5,1,1,M,60.5,404902,1665631,20.3,10.8,9.1,86.7,40.2,85.3,17.8
Colegio_17,Rafael Uribe Uribe,2,57.1,48.8,57.2,55.9,37.8,1,1,F,51.3,222600,1728859,20.1,7.0,8.9,84.2,37.8,99.6,5.7
Colegio_28,San Cristóbal,4,53.0,52.0,35.7,41.7,31.5,1,1,M,42.8,404902,1665631,20.3,10.8,9.1,86.7,40.2,77.8,7.4
Colegio_27,Antonio Nariño,3,78.5,50.7,56.4,61.3,56.7,1,1,F,60.7,179797,1489362,18.5,9.3,8.2,83.7,26.2,84.9,1.2
Colegio_26,Kennedy,3,45.1,72.7,63.2,56.4,48.9,0,1,M,57.3,1011301,1855181,16.9,8.3,9.3,88.9,49.2,99.2,2.2
Colegio_29,Tunjuelito,4,48.9,55.7,65.8,32.3,80.6,1,1,M,56.7,270499,1603700,19.6,10.3,9.7,89.3,44.5,96.6,10.3
Colegio_27,Bosa,5,63.9,60.6,43.2,43.5,56.0,1,1,M,53.5,748890,1774895,15.5,7.8,9.2,86.0,44.0,95.4,5.4
Colegio_17,Teusaquillo,3,48.1,42.4,59.7,41.7,42.7,1,1,M,46.9,194327,2990383,5.1,7.0,10.5,94.4,90.1,81.4,16.7
Colegio_38,Santa Fe,6,48.6,39.7,59.5,57.2,44.6,1,0,F,49.9,339318,1479614,21.0,9.6,9.4,85.8,37.6,79.3,0.3
Colegio_16,San Cristóbal,3,66.3,39.8,74.6,38.7,70.7,1,0,F,58.0,404902,1665631,20.3,10.8,9.1,86.7,40.2,91.7,7.6
Colegio_9,Fontibón,4,66.1,57.7,68.3,55.2,80.7,1,1,F,65.6,475856,2414409,10.7,7.7,9.3,88.8,61.6,98.2,6.7
Colegio_32,Tunjuelito,1,78.5,45.4,59.8,60.9,65.3,0,0,F,62.0,270499,1603700,19.6,10.3,9.7,89.3,44.5,88.9,0.4
Colegio_1,San Cristóbal,1,62.6,44.5,73.5,53.0,48.5,1,1,F,56.4,404902,1665631,20.3,10.8,9.1,86.7,40.2,89.3,2.5
Colegio_9,Kennedy,4,68.1,62.1,63.5,64.7,71.4,0,1,M,66.0,1011301,1855181,16.9,8.3,9.3,88.9,49.2,82.0,8.3
Colegio_7,Teusaquillo,3,55.6,66.7,49.7,29.9,41.8,1,0,F,48.7,194327,2990383,5.1,7.0,10.5,94.4,90.1,94.2,9.9
Colegio_37,Kennedy,4,52.4,47.1,61.1,43.0,36.0,1,1,M,47.9,1011301,1855181,16.9,8.3,9.3,88.9,49.2,79.7,8.1
Colegio_40,Los Mártires,3,57.3,12.2,55.5,64.3,55.0,1,1,M,48.9,324447,1274484,23.8,8.6,9.0,86.0,27.6,83.1,10.6
Colegio_6,Fontibón,4,48.6,38.6,61.7,72.5,48.3,0,1,F,53.9,475856,2414409,10.7,7.7,9.3,88.8,61.6,85.6,11.9
Colegio_37,Sumapaz,2,69.0,34.3,80.9,41.7,57.4,0,1,M,56.7,344465,1626165,19.6,7.6,8.7,85.7,34.7,87.7,0.2
Colegio_39,Puente Aranda,3,45.6,73.9,49.0,78.7,40.4,1,1,F,57.5,246116,1732058,14.5,8.9,9.4,88.2,41.2,81.1,9.3
Colegio_4,Kennedy,3,64.7,51.3,64.6,72.0,45.3,1,1,M,59.6,1011301,1855181,16.9,8.3,9.3,88.9,49.2,77.9,19.3
Colegio_37,Los Mártires,4,80.0,41.6,74.0,66.7,59.9,1,0,F,64.4,324447,1274484,23.8,8.6,9.0,86.0,27.6,90.3,10.4
Colegio_10,Kennedy,4,54.2,75.4,82.4,64.0,53.6,1,1,M,65.9,1011301,1855181,16.9,8.3,9.3,88.9,49.2,82.2,13.6
Colegio_10,Santa Fe,4,70.5,38.9,68.1,50.4,33.8,1,1,M,52.3,339318,1479614,21.0,9.6,9.4,85.8,37.6,89.5,6.2
Colegio_35,Sumapaz,2,59.6,56.9,51.2,49.1,63.6,1,0,M,56.1,344465,1626165,19.6,7.6,8.7,85.7,34.7,78.9,15.5
Colegio_8,Chapinero,6,56.2,45.0,44.0,75.7,68.6,1,1,M,57.9,153158,2764676,5.3,7.4,10.3,96.3,83.6,87.0,15.5
Colegio_23,Usme,4,65.3,37.2,44.7,61.7,61.7,1,1,M,54.1,495408,1505279,18.8,9.0,9.8,86.0,41.1,88.3,10.4
Colegio_7,Puente Aranda,2,63.3,42.9,26.0,66.3,82.7,0,1,F,56.2,246116,1732058,14.5,8.9,9.4,88.2,41.2,76.3,19.5
Colegio_2,Puente Aranda,5,61.3,68.9,60.1,72.1,84.8,1,1,F,69.4,246116,1732058,14.5,8.9,9.4,88.2,41.2,83.4,2.5
Colegio_38,Tunjuelito,2,55.5,52.6,52.1,50.5,61.4,1,1,F,54.4,270499,1603700,19.6,10.3,9.7,89.3,44.5,78.4,0.3
Colegio_20,Barrios Unidos,2,47.0,65.0,54.1,49.5,61.0,0,1,F,55.3,246732,2464266,14.4,8.9,10.2,88.7,70.4,76.6,15.4
Colegio_31,Los Mártires,3,75.3,47.6,50.4,53.5,44.0,1,1,F,54.2,324447,1274484,23.8,8.6,9.0,86.0,27.6,99.7,16.1
Colegio_30,Antonio Nariño,2,58.7,46.2,55.7,61.6,59.9,1,1,F,56.4,179797,1489362,18.5,9.3,8.2,83.7,26.2,83.1,2.4
Colegio_25,Barrios Unidos,1,65.3,50.0,49.7,50.4,54.6,1,0,F,54.0,246732,2464266,14.4,8.9,10.2,88.7,70.4,95.2,5.3
Colegio_10,Chapinero,4,80.8,67.5,54.1,48.1,39.1,1,1,F,57.9,153158,2764676,5.3,7.4,10.3,96.3,83.6,81.4,0.4
Colegio_17,Sumapaz,1,67.3,47.7,53.1,68.6,36.0,1,0,F,54.5,344465,1626165,19.6,7.6,8.7,85.7,34.7,92.0,5.9
Colegio_9,Los Mártires,3,42.7,43.7,59.0,41.1,60.5,0,0,F,49.4,324447,1274484,23.8,8.6,9.0,86.0,27.6,94.0,15.5
Colegio_32,Rafael Uribe Uribe,2,41.9,38.4,74.3,47.1,44.5,0,0,F,49.3,222600,1728859,20.1,7.0,8.9,84.2,37.8,89.9,10.4
Colegio_24,Antonio Nariño,5,79.4,48.3,62.3,56.1,49.1,1,1,M,59.0,179797,1489362,18.5,9.3,8.2,83.7,26.2,86.8,7.0
Colegio_16,Usme,3,35.2,37.7,57.5,82.6,28.6,1,1,M,48.3,495408,1505279,18.8,9.0,9.8,86.0,41.1,85.3,7.4
Colegio_12,Engativá,1,46.5,80.4,40.8,56.7,45.2,1,1,M,53.9,945826,2815166,9.2,8.6,10.2,91.6,85.3,83.7,0.0
Colegio_35,Puente Aranda,3,63.4,58.2,53.0,43.7,67.2,1,0,M,57.1,246116,1732058,14.5,8.9,9.4,88.2,41.2,98.2,6.0
Colegio_17,Los Mártires,3,58.8,37.0,72.2,33.2,48.9,1,1,M,50.0,324447,1274484,23.8,8.6,9.0,86.0,27.6,95.8,12.9
Colegio_29,Chapinero,2,37.6,61.6,53.3,34.3,65.8,0,0,M,50.5,153158,2764676,5.3,7.4,10.3,96.3,83.6,99.1,19.5
Colegio_36,Engativá,4,56.5,47.0,78.6,61.5,52.0,1,0,F,59.1,945826,2815166,9.2,8.6,10.2,91.6,85.3,78.1,16.9
Colegio_35,La Candelaria,2,79.3,55.3,67.6,49.0,32.7,1,0,F,56.8,171142,1311336,23.8,11.6,9.2,84.1,30.3,93.3,0.5
Colegio_4,Barrios Unidos,5,44.6,40.8,41.7,44.5,57.7,1,1,M,45.9,246732,2464266,14.4,8.9,10.2,88.7,70.4,98.5,18.0
Colegio_7,Fontibón,5,36.4,52.4,52.1,50.1,72.2,1,0,F,52.6,475856,2414409,10.7,7.7,9.3,88.8,61.6,79.5,15.7
Colegio_19,Ciudad Bolívar,1,47.3,58.5,61.5,47.3,66.9,1,0,F,56.3,633863,1673046,16.4,8.8,9.0,92.3,36.4,76.7,15.6
Colegio_28,Engativá,4,56.5,51.4,66.8,34.9,68.9,1,1,F,55.7,945826,2815166,9.2,8.6,10.2,91.6,85.3,93.5,9.2
Colegio_22,Fontibón,4,50.2,65.8,52.7,61.6,50.7,1,1,F,56.2,475856,2414409,10.7,7.7,9.3,88.8,61.6,89.4,8.0
Colegio_21,Chapinero,3,67.4,67.4,49.6,57.5,28.3,1,1,M,54.0,153158,2764676,5.3,7.4,10.3,96.3,83.6,96.0,6.1
Colegio_5,Chapinero,4,69.1,73.3,69.2,71.4,64.1,0,1,F,69.4,153158,2764676,5.3,7.4,10.3,96.3,83.6,78.5,1.3
Colegio_32,Engativá,5,71.5,38.4,64.5,63.1,34.5,0,0,F,54.4,945826,2815166,9.2,8.6,10.2,91.6,85.3,94.9,4.6
Colegio_1,Rafael Uribe Uribe,4,66.5,57.8,75.3,38.4,45.5,1,0,F,56.7,222600,1728859,20.1,7.0,8.9,84.2,37.8,80.0,4.9
Colegio_20,Santa Fe,4,52.2,73.7,48.8,42.7,48.7,1,1,F,53.2,339318,1479614,21.0,9.6,9.4,85.8,37.6,79.1,9.7
Colegio_28,Sumapaz,3,48.6,48.6,39.0,67.5,48.7,0,1,F,50.5,344465,1626165,19.6,7.6,8.7,85.7,34.7,79.1,14.9
Colegio_37,Santa Fe,2,55.7,69.1,68.7,59.0,73.0,1,1,F,65.1,339318,1479614,21.0,9.6,9.4,85.8,37.6,95.4,9.5
Colegio_12,Tunjuelito,2,67.5,57.0,62.5,58.1,68.3,1,1,M,62.7,270499,1603700,19.6,10.3,9.7,89.3,44.5,91.6,1.2
Colegio_18,Suba,2,44.6,44.3,52.1,31.1,37.8,1,1,M,42.0,829007,2455432,8.3,7.4,10.2,87.3,75.0,88.1,19.2
Colegio_5,Suba,5,58.9,48.7,43.1,52.7,71.0,0,0,M,54.9,829007,2455432,8.3,7.4,10.2,87.3,75.0,84.0,18.9
Colegio_31,Rafael Uribe Uribe,2,67.5,57.8,44.7,67.2,34.8,0,0,F,54.4,222600,1728859,20.1,7.0,8.9,84.2,37.8,96.9,15.7
Colegio_2,Engativá,2,68.8,48.3,48.2,37.0,70.1,1,1,F,54.5,945826,2815166,9.2,8.6,10.2,91.6,85.3,84.8,19.8
Colegio_9,Sumapaz,1,62.7,68.4,32.7,65.2,51.4,1,1,F,56.1,344465,1626165,19.6,7.6,8.7,85.7,34.7,95.4,10.9
Colegio_2,Bosa,4,42.1,63.4,68.2,57.9,65.6,1,1,M,59.4,748890,1774895,15.5,7.8,9.2,86.0,44.0,86.0,19.3
Colegio_18,Rafael Uribe Uribe,1,52.3,50.4,63.6,33.1,68.1,1,1,F,53.5,222600,1728859,20.1,7.0,8.9,84.2,37.8,84.4,1.5
Colegio_35,Suba,5,54.0,38.9,48.8,56.9,65.8,0,0,F,52.9,829007,2455432,8.3,7.4,10.2,87.3,75.0,86.6,7.3
Colegio_25,Puente Aranda,6,32.4,56.1,45.1,45.7,62.3,0,0,F,48.4,246116,1732058,14.5,8.9,9.4,88.2,41.2,82.5,4.5
Colegio_16,Bosa,2,44.4,77.4,54.5,48.4,67.8,0,1,F,58.5,748890,1774895,15.5,7.8,9.2,86.0,44.0,93.7,3.9
Colegio_20,Usaquén,1,72.1,68.1,87.3,59.7,61.7,1,1,M,69.8,342004,3238341,5.0,7.2,10.1,93.8,94.4,87.6,2.8
Colegio_4,Engativá,6,49.7,67.1,59.4,42.2,34.5,0,1,M,50.6,945826,2815166,9.2,8.6,10.2,91.6,85.3,80.8,12.4
Colegio_32,Suba,2,37.2,64.4,57.9,57.4,70.4,1,1,M,57.5,829007,2455432,8.3,7.4,10.2,87.3,75.0,97.5,15.6
Colegio_20,Engativá,3,60.9,76.2,43.9,50.6,75.4,1,0,M,61.4,945826,2815166,9.2,8.6,10.2,91.6,85.3,84.6,11.6
Colegio_39,Suba,4,69.2,58.1,44.8,41.8,59.2,1,1,F,54.6,829007,2455432,8.3,7.4,10.2,87.3,75.0,88.6,2.9
Colegio_15,Kennedy,3,33.9,78.1,74.4,39.7,43.8,1,0,M,54.0,1011301,1855181,16.9,8.3,9.3,88.9,49.2,97.7,16.2
Colegio_18,Barrios Unidos,5,52.9,57.6,49.4,62.4,66.5,0,0,F,57.8,246732,2464266,14.4,8.9,10.2,88.7,70.4,90.6,12.7
Colegio_7,Ciudad Bolívar,3,44.5,51.5,59.4,54.0,59.6,1,0,M,53.8,633863,1673046,16.4,8.8,9.0,92.3,36.4,77.9,7.8
Colegio_3,Sumapaz,3,45.3,73.5,53.4,60.6,41.0,0,1,F,54.8,344465,1626165,19.6,7.6,8.7,85.7,34.7,98.5,13.5
Colegio_8,Suba,6,43.3,56.0,51.6,72.7,67.0,0,0,M,58.1,829007,2455432,8.3,7.4,10.2,87.3,75.0,90.7,5.2
Colegio_29,San Cristóbal,3,57.9,59.3,49.5,61.3,41.8,1,1,F,54.0,404902,1665631,20.3,10.8,9.1,86.7,40.2,83.4,6.9
Colegio_8,Chapinero,2,53.9,58.6,63.9,67.0,38.8,1,1,F,56.4,153158,2764676,5.3,7.4,10.3,96.3,83.6,78.5,18.3
Colegio_1,Ciudad Bolívar,2,71.7,63.3,40.7,60.0,53.2,0,1,M,57.8,633863,1673046,16.4,8.8,9.0,92.3,36.4,94.9,5.8
Colegio_21,Usme,5,42.4,56.1,66.8,39.4,68.9,1,1,F,54.7,495408,1505279,18.8,9.0,9.8,86.0,41.1,90.5,9.4
Colegio_39,Puente Aranda,3,73.1,41.3,55.0,52.7,65.2,1,1,M,57.5,246116,1732058,14.5,8.9,9.4,88.2,41.2,88.3,17.8
Colegio_2,Santa Fe,5,55.4,63.8,37.3,34.6,60.0,1,1,M,50.2,339318,1479614,21.0,9.6,9.4,85.8,37.6,97.3,14.2
Colegio_34,Kennedy,5,56.3,58.6,43.9,45.4,57.9,1,1,F,52.4,1011301,1855181,16.9,8.3,9.3,88.9,49.2,94.7,1.2
Colegio_21,Santa Fe,5,45.2,51.2,49.7,67.2,64.7,0,1,M,55.6,339318,1479614,21.0,9.6,9.4,85.8,37.6,78.8,2.9
Colegio_33,La Candelaria,3,60.1,45.3,43.4,61.5,73.0,0,0,M,56.7,171142,1311336,23.8,11.6,9.2,84.1,30.3,82.8,0.2
Colegio_39,Santa Fe,1,71.6,63.3,40.5,55.3,52.7,0,0,F,56.7,339318,1479614,21.0,9.6,9.4,85.8,37.6,81.2,12.6
Colegio_40,Kennedy,5,44.4,43.9,59.7,68.4,63.1,0,1,F,55.9,1011301,1855181,16.9,8.3,9.3,88.9,49.2,93.6,9.0
Colegio_7,Engativá,3,68.5,47.9,75.3,66.2,56.6,1,1,M,62.9,945826,2815166,9.2,8.6,10.2,91.6,85.3,75.8,2.7
Colegio_15,Antonio Nariño,5,46.7,31.6,57.2,47.0,45.4,0,0,F,45.6,179797,1489362,18.5,9.3,8.2,83.7,26.2,89.2,19.2
Colegio_9,Los Mártires,2,49.5,51.4,47.1,63.5,52.5,0,1,F,52.8,324447,1274484,23.8,8.6,9.0,86.0,27.6,94.1,10.6
Colegio_30,Usaquén,5,58.2,66.3,50.3,33.9,66.8,1,1,M,55.1,342004,3238341,5.0,7.2,10.1,93.8,94.4,96.9,4.8
Colegio_17,Tunjuelito,2,54.5,55.1,52.9,49.4,52.6,1,1,F,52.9,270499,1603700,19.6,10.3,9.7,89.3,44.5,83.6,10.0
Colegio_38,Tunjuelito,2,53.8,42.4,58.4,58.8,54.4,1,0,M,53.6,270499,1603700,19.6,10.3,9.7,89.3,44.5,95.5,13.6
Colegio_39,Bosa,2,54.8,75.0,78.4,50.5,59.6,1,1,M,63.7,748890,1774895,15.5,7.8,9.2,86.0,44.0,77.8,1.5
Colegio_21,Puente Aranda,2,79.3,61.4,59.8,63.8,65.1,1,1,M,65.9,246116,1732058,14.5,8.9,9.4,88.2,41.2,96.2,5.5
Colegio_3,Rafael Uribe Uribe,2,56.9,46.2,69.0,60.0,57.0,0,1,M,57.8,222600,1728859,20.1,7.0,8.9,84.2,37.8,78.2,16.1
Colegio_37,Usme,3,41.9,58.8,59.0,58.3,44.3,1,1,M,52.5,495408,1505279,18.8,9.0,9.8,86.0,41.1,84.9,9.2
Colegio_17,Tunjuelito,4,40.4,51.9,57.3,66.5,31.5,1,1,F,49.5,270499,1603700,19.6,10.3,9.7,89.3,44.5,94.9,10.9
Colegio_17,Rafael Uribe Uribe,2,51.5,32.8,49.8,53.5,63.9,1,1,F,50.3,222600,1728859,20.1,7.0,8.9,84.2,37.8,78.7,8.7
Colegio_11,Kennedy,5,77.8,61.2,50.8,73.3,54.8,1,0,F,63.6,1011301,1855181,16.9,8.3,9.3,88.9,49.2,80.7,0.9
Colegio_10,Kennedy,1,85.9,47.7,69.2,65.6,47.7,0,0,M,63.2,1011301,1855181,16.9,8.3,9.3,88.9,49.2,93.1,3.3
Colegio_1,Los Mártires,2,66.4,75.5,65.7,71.0,50.0,1,1,F,65.7,324447,1274484,23.8,8.6,9.0,86.0,27.6,93.0,8.9
Colegio_10,La Candelaria,5,40.3,70.0,68.9,64.2,67.1,1,1,M,62.1,171142,1311336,23.8,11.6,9.2,84.1,30.3,91.0,4.2
Colegio_25,Tunjuelito,4,43.9,43.1,57.6,32.9,51.7,1,1,F,45.8,270499,1603700,19.6,10.3,9.7,89.3,44.5,92.3,1.0
Colegio_16,Santa Fe,2,40.8,37.5,49.9,60.6,55.8,1,1,M,48.9,339318,1479614,21.0,9.6,9.4,85.8,37.6,88.6,16.9
Colegio_38,Usaquén,6,44.1,50.1,70.8,58.1,52.9,1,1,F,55.2,342004,3238341,5.0,7.2,10.1,93.8,94.4,81.3,19.6
Colegio_32,Rafael Uribe Uribe,1,26.3,64.6,43.5,57.3,59.3,1,1,F,50.2,222600,1728859,20.1,7.0,8.9,84.2,37.8,83.6,15.9
Colegio_25,La Candelaria,2,61.8,62.9,46.5,49.7,18.0,1,1,M,47.8,171142,1311336,23.8,11.6,9.2,84.1,30.3,79.5,17.1
Colegio_13,Ciudad Bolívar,2,47.6,74.9,57.6,82.0,72.5,1,1,M,66.9,633863,1673046,16.4,8.8,9.0,92.3,36.4,97.7,4.8
Colegio_16,Los Mártires,4,77.4,56.8,58.0,72.9,47.4,1,1,F,62.5,324447,1274484,23.8,8.6,9.0,86.0,27.6,89.6,19.2
Colegio_20,Tunjuelito,4,59.9,37.7,42.2,48.9,59.7,0,1,M,49.7,270499,1603700,19.6,10.3,9.7,89.3,44.5,85.0,3.9
Colegio_28,Chapinero,4,63.7,50.9,52.4,36.8,57.4,1,1,M,52.3,153158,2764676,5.3,7.4,10.3,96.3,83.6,86.6,19.0
Colegio_8,Tunjuelito,3,33.3,39.8,45.5,38.2,38.3,1,1,M,39.0,270499,1603700,19.6,10.3,9.7,89.3,44.5,98.7,19.9
Colegio_31,Suba,3,49.0,67.4,88.8,68.5,49.5,1,0,F,64.6,829007,2455432,8.3,7.4,10.2,87.3,75.0,78.8,14.2
Colegio_28,Ciudad Bolívar,3,40.4,61.2,55.3,44.4,71.5,0,1,F,54.6,633863,1673046,16.4,8.8,9.0,92.3,36.4,89.7,19.6
Colegio_29,Santa Fe,3,35.3,47.9,72.8,62.8,59.8,1,1,M,55.7,339318,1479614,21.0,9.6,9.4,85.8,37.6,87.6,11.4
Colegio_34,La Candelaria,1,62.0,53.8,57.3,53.1,68.5,1,1,M,58.9,171142,1311336,23.8,11.6,9.2,84.1,30.3,90.3,5.2
Colegio_37,Ciudad Bolívar,2,55.8,71.4,61.7,62.6,93.2,0,1,F,68.9,633863,1673046,16.4,8.8,9.0,92.3,36.4,75.5,8.7
Colegio_20,Fontibón,4,36.4,71.3,50.2,55.2,59.4,0,1,M,54.5,475856,2414409,10.7,7.7,9.3,88.8,61.6,96.8,11.9
